condition,use_bias,bias_strength,bias_mode,filename,path,contour_type,true_contour_quadrant,predicted_quadrant,matches_true_quadrant,contrast,position,jitter,stimulus_id,analysis_layer,score_channel_mode,use_abs_activation,classification_quadrants,mean_activation_TL,mean_activation_TR,mean_activation_BL,mean_activation_BR,highest_compared_quadrant_activation,true_quadrant_activation,activation_difference_BL_minus_TR
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_000.png,C,BL,BL,1,NA,0,30,0,h1_exc,all_channels,True,BL+TR,2.606750965118408,2.4430065155029297,2.7351367473602295,2.5107505321502686,2.7351367473602295,2.7351367473602295,0.2921302318572998
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_001.png,C,BL,BL,1,NA,0,30,1,h1_exc,all_channels,True,BL+TR,2.480971097946167,2.466784954071045,2.8803517818450928,2.441495418548584,2.8803517818450928,2.8803517818450928,0.41356682777404785
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_002.png,C,BL,BL,1,NA,0,30,2,h1_exc,all_channels,True,BL+TR,2.5150551795959473,2.426123857498169,2.9212605953216553,2.4499597549438477,2.9212605953216553,2.9212605953216553,0.49513673782348633
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_003.png,C,BL,BL,1,NA,0,30,3,h1_exc,all_channels,True,BL+TR,2.534527540206909,2.4868640899658203,2.8277530670166016,2.467507839202881,2.8277530670166016,2.8277530670166016,0.34088897705078125
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_004.png,C,BL,BL,1,NA,0,30,4,h1_exc,all_channels,True,BL+TR,2.5383031368255615,2.4409780502319336,2.805880546569824,2.5024707317352295,2.805880546569824,2.805880546569824,0.3649024963378906
matched_bias,True,0.25,add_mean_abs,C_BL_0_J030_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_005.png,C,BL,BL,1,NA,0,30,5,h1_exc,all_channels,True,BL+TR,2.4878101348876953,2.521627426147461,2.777937650680542,2.5227279663085938,2.777937650680542,2.777937650680542,0.25631022453308105
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_000.png,C,TR,BL,0,NA,1,30,0,h1_exc,all_channels,True,BL+TR,2.6835975646972656,2.409822463989258,2.5618062019348145,2.633767604827881,2.5618062019348145,2.409822463989258,0.15198373794555664
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_001.png,C,TR,BL,0,NA,1,30,1,h1_exc,all_channels,True,BL+TR,2.5851778984069824,2.4988627433776855,2.630527973175049,2.6041088104248047,2.630527973175049,2.4988627433776855,0.13166522979736328
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_002.png,C,TR,BL,0,NA,1,30,2,h1_exc,all_channels,True,BL+TR,2.6323342323303223,2.482395648956299,2.7004213333129883,2.468487024307251,2.7004213333129883,2.482395648956299,0.21802568435668945
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_003.png,C,TR,BL,0,NA,1,30,3,h1_exc,all_channels,True,BL+TR,2.6426870822906494,2.401308059692383,2.638371706008911,2.5786781311035156,2.638371706008911,2.401308059692383,0.23706364631652832
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_004.png,C,TR,BL,0,NA,1,30,4,h1_exc,all_channels,True,BL+TR,2.6867823600769043,2.5037779808044434,2.6154189109802246,2.475358724594116,2.6154189109802246,2.5037779808044434,0.11164093017578125
matched_bias,True,0.25,add_mean_abs,C_TR_1_J030_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_005.png,C,TR,BL,0,NA,1,30,5,h1_exc,all_channels,True,BL+TR,2.708430528640747,2.4312949180603027,2.60025691986084,2.532043933868408,2.60025691986084,2.4312949180603027,0.1689620018005371
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_000.png,C,BL,BL,1,NA,0,40,0,h1_exc,all_channels,True,BL+TR,2.58683705329895,2.4262187480926514,2.7997488975524902,2.493485689163208,2.7997488975524902,2.7997488975524902,0.37353014945983887
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_001.png,C,BL,BL,1,NA,0,40,1,h1_exc,all_channels,True,BL+TR,2.502915620803833,2.4875264167785645,2.8434882164001465,2.4596071243286133,2.8434882164001465,2.8434882164001465,0.35596179962158203
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_002.png,C,BL,BL,1,NA,0,40,2,h1_exc,all_channels,True,BL+TR,2.5123767852783203,2.4277849197387695,2.9007296562194824,2.452787399291992,2.9007296562194824,2.9007296562194824,0.4729447364807129
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_003.png,C,BL,BL,1,NA,0,40,3,h1_exc,all_channels,True,BL+TR,2.5596649646759033,2.508760452270508,2.7355403900146484,2.484755516052246,2.7355403900146484,2.7355403900146484,0.22677993774414062
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_004.png,C,BL,BL,1,NA,0,40,4,h1_exc,all_channels,True,BL+TR,2.5459702014923096,2.448843002319336,2.7721285820007324,2.5140228271484375,2.7721285820007324,2.7721285820007324,0.3232855796813965
matched_bias,True,0.25,add_mean_abs,C_BL_0_J040_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_005.png,C,BL,BL,1,NA,0,40,5,h1_exc,all_channels,True,BL+TR,2.493690252304077,2.535841703414917,2.741344690322876,2.5344245433807373,2.741344690322876,2.741344690322876,0.20550298690795898
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_000.png,C,TR,BL,0,NA,1,40,0,h1_exc,all_channels,True,BL+TR,2.679546356201172,2.422433614730835,2.5602927207946777,2.6316165924072266,2.5602927207946777,2.422433614730835,0.13785910606384277
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_001.png,C,TR,BL,0,NA,1,40,1,h1_exc,all_channels,True,BL+TR,2.5880887508392334,2.490117073059082,2.6350767612457275,2.608971118927002,2.6350767612457275,2.490117073059082,0.1449596881866455
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_002.png,C,TR,BL,0,NA,1,40,2,h1_exc,all_channels,True,BL+TR,2.634976625442505,2.4779856204986572,2.704106330871582,2.464637517929077,2.704106330871582,2.4779856204986572,0.2261207103729248
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_003.png,C,TR,BL,0,NA,1,40,3,h1_exc,all_channels,True,BL+TR,2.645192861557007,2.3968558311462402,2.642421007156372,2.58231520652771,2.642421007156372,2.3968558311462402,0.24556517601013184
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_004.png,C,TR,BL,0,NA,1,40,4,h1_exc,all_channels,True,BL+TR,2.6817898750305176,2.5123400688171387,2.616367816925049,2.4737932682037354,2.616367816925049,2.5123400688171387,0.10402774810791016
matched_bias,True,0.25,add_mean_abs,C_TR_1_J040_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_005.png,C,TR,BL,0,NA,1,40,5,h1_exc,all_channels,True,BL+TR,2.7112162113189697,2.4202280044555664,2.6030683517456055,2.53245210647583,2.6030683517456055,2.4202280044555664,0.18284034729003906
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_000.png,C,BL,BL,1,NA,0,50,0,h1_exc,all_channels,True,BL+TR,2.6043057441711426,2.4381508827209473,2.7531442642211914,2.506155014038086,2.7531442642211914,2.7531442642211914,0.31499338150024414
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_001.png,C,BL,BL,1,NA,0,50,1,h1_exc,all_channels,True,BL+TR,2.504103899002075,2.4876604080200195,2.84798002243042,2.4512994289398193,2.84798002243042,2.84798002243042,0.3603196144104004
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_002.png,C,BL,BL,1,NA,0,50,2,h1_exc,all_channels,True,BL+TR,2.5323402881622314,2.439307689666748,2.8607594966888428,2.46394419670105,2.8607594966888428,2.8607594966888428,0.4214518070220947
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_003.png,C,BL,BL,1,NA,0,50,3,h1_exc,all_channels,True,BL+TR,2.5627365112304688,2.510376453399658,2.743516445159912,2.4877712726593018,2.743516445159912,2.743516445159912,0.2331399917602539
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_004.png,C,BL,BL,1,NA,0,50,4,h1_exc,all_channels,True,BL+TR,2.5377845764160156,2.4444286823272705,2.795851707458496,2.506451368331909,2.795851707458496,2.795851707458496,0.3514230251312256
matched_bias,True,0.25,add_mean_abs,C_BL_0_J050_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_005.png,C,BL,BL,1,NA,0,50,5,h1_exc,all_channels,True,BL+TR,2.495058059692383,2.532975673675537,2.7475225925445557,2.5297422409057617,2.7475225925445557,2.7475225925445557,0.21454691886901855
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_000.png,C,TR,BL,0,NA,1,50,0,h1_exc,all_channels,True,BL+TR,2.68983793258667,2.3983612060546875,2.5661849975585938,2.6383888721466064,2.5661849975585938,2.3983612060546875,0.16782379150390625
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_001.png,C,TR,BL,0,NA,1,50,1,h1_exc,all_channels,True,BL+TR,2.594973564147949,2.460491895675659,2.642183542251587,2.6149940490722656,2.642183542251587,2.460491895675659,0.18169164657592773
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_002.png,C,TR,BL,0,NA,1,50,2,h1_exc,all_channels,True,BL+TR,2.643947124481201,2.442890167236328,2.7115046977996826,2.482553720474243,2.7115046977996826,2.442890167236328,0.2686145305633545
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_003.png,C,TR,BL,0,NA,1,50,3,h1_exc,all_channels,True,BL+TR,2.638606548309326,2.412344455718994,2.6324851512908936,2.585000991821289,2.6324851512908936,2.412344455718994,0.22014069557189941
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_004.png,C,TR,BL,0,NA,1,50,4,h1_exc,all_channels,True,BL+TR,2.6901094913482666,2.4930930137634277,2.6248488426208496,2.4738855361938477,2.6248488426208496,2.4930930137634277,0.13175582885742188
matched_bias,True,0.25,add_mean_abs,C_TR_1_J050_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_005.png,C,TR,BL,0,NA,1,50,5,h1_exc,all_channels,True,BL+TR,2.7090682983398438,2.432356119155884,2.6006314754486084,2.5292086601257324,2.6006314754486084,2.432356119155884,0.1682753562927246
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_000.png,straight,BL,BL,1,NA,0,0,0,h1_exc,all_channels,True,BL+TR,2.6696243286132812,2.4119675159454346,2.850390911102295,2.4465763568878174,2.850390911102295,2.850390911102295,0.43842339515686035
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_001.png,straight,BL,BL,1,NA,0,0,1,h1_exc,all_channels,True,BL+TR,2.6608643531799316,2.393239974975586,2.8377327919006348,2.471181631088257,2.8377327919006348,2.8377327919006348,0.44449281692504883
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_002.png,straight,BL,BL,1,NA,0,0,2,h1_exc,all_channels,True,BL+TR,2.6475844383239746,2.3726837635040283,2.8515994548797607,2.5529115200042725,2.8515994548797607,2.8515994548797607,0.4789156913757324
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_003.png,straight,BL,BL,1,NA,0,0,3,h1_exc,all_channels,True,BL+TR,2.6461615562438965,2.385460615158081,2.837181329727173,2.537454128265381,2.837181329727173,2.837181329727173,0.4517207145690918
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_004.png,straight,BL,BL,1,NA,0,0,4,h1_exc,all_channels,True,BL+TR,2.66221022605896,2.4677817821502686,2.7837138175964355,2.46274995803833,2.7837138175964355,2.7837138175964355,0.315932035446167
matched_bias,True,0.25,add_mean_abs,straight_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_005.png,straight,BL,BL,1,NA,0,0,5,h1_exc,all_channels,True,BL+TR,2.6712260246276855,2.461721897125244,2.7841124534606934,2.495485782623291,2.7841124534606934,2.7841124534606934,0.3223905563354492
