condition,use_bias,bias_strength,bias_mode,filename,path,contour_type,true_contour_quadrant,predicted_quadrant,matches_true_quadrant,contrast,position,jitter,stimulus_id,analysis_layer,score_channel_mode,use_abs_activation,classification_quadrants,mean_activation_TL,mean_activation_TR,mean_activation_BL,mean_activation_BR,highest_compared_quadrant_activation,true_quadrant_activation,activation_difference_BL_minus_TR
baseline,False,0.0,none,C_TR_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J000_004.png,C,TR,BL,0,NA,1,0,4,h1_exc,all_channels,True,BL+TR,2.28499698638916,2.1743223667144775,2.231839418411255,2.0960702896118164,2.231839418411255,2.1743223667144775,0.057517051696777344
baseline,False,0.0,none,C_TR_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J000_005.png,C,TR,BL,0,NA,1,0,5,h1_exc,all_channels,True,BL+TR,2.308739185333252,2.0994977951049805,2.2197835445404053,2.14786696434021,2.2197835445404053,2.0994977951049805,0.1202857494354248
baseline,False,0.0,none,C_BL_0_J010_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_000.png,C,BL,BL,1,NA,0,10,0,h1_exc,all_channels,True,BL+TR,2.1988258361816406,2.054600238800049,2.426374912261963,2.12029767036438,2.426374912261963,2.426374912261963,0.37177467346191406
baseline,False,0.0,none,C_BL_0_J010_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_001.png,C,BL,BL,1,NA,0,10,1,h1_exc,all_channels,True,BL+TR,2.1276144981384277,2.112980842590332,2.4616661071777344,2.074711799621582,2.4616661071777344,2.4616661071777344,0.34868526458740234
baseline,False,0.0,none,C_BL_0_J010_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_002.png,C,BL,BL,1,NA,0,10,2,h1_exc,all_channels,True,BL+TR,2.129884719848633,2.060051679611206,2.52899169921875,2.075706720352173,2.52899169921875,2.52899169921875,0.46894001960754395
baseline,False,0.0,none,C_BL_0_J010_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_003.png,C,BL,BL,1,NA,0,10,3,h1_exc,all_channels,True,BL+TR,2.143913507461548,2.106703519821167,2.4835116863250732,2.0773556232452393,2.4835116863250732,2.4835116863250732,0.37680816650390625
baseline,False,0.0,none,C_BL_0_J010_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_004.png,C,BL,BL,1,NA,0,10,4,h1_exc,all_channels,True,BL+TR,2.168797016143799,2.072561264038086,2.4181084632873535,2.1266887187957764,2.4181084632873535,2.4181084632873535,0.3455471992492676
baseline,False,0.0,none,C_BL_0_J010_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J010_005.png,C,BL,BL,1,NA,0,10,5,h1_exc,all_channels,True,BL+TR,2.097141742706299,2.1200218200683594,2.455477237701416,2.1247634887695312,2.455477237701416,2.455477237701416,0.33545541763305664
baseline,False,0.0,none,C_TR_1_J010_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_000.png,C,TR,BL,0,NA,1,10,0,h1_exc,all_channels,True,BL+TR,2.297441005706787,2.0683953762054443,2.1805074214935303,2.246873617172241,2.1805074214935303,2.0683953762054443,0.11211204528808594
baseline,False,0.0,none,C_TR_1_J010_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_001.png,C,TR,BL,0,NA,1,10,1,h1_exc,all_channels,True,BL+TR,2.19952392578125,2.1753580570220947,2.237977981567383,2.2050225734710693,2.237977981567383,2.1753580570220947,0.06261992454528809
baseline,False,0.0,none,C_TR_1_J010_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_002.png,C,TR,BL,0,NA,1,10,2,h1_exc,all_channels,True,BL+TR,2.24521541595459,2.1530492305755615,2.29545521736145,2.095489025115967,2.29545521736145,2.1530492305755615,0.14240598678588867
baseline,False,0.0,none,C_TR_1_J010_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_003.png,C,TR,BL,0,NA,1,10,3,h1_exc,all_channels,True,BL+TR,2.243705987930298,2.099558115005493,2.2312214374542236,2.191565990447998,2.2312214374542236,2.099558115005493,0.13166332244873047
baseline,False,0.0,none,C_TR_1_J010_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_004.png,C,TR,BL,0,NA,1,10,4,h1_exc,all_channels,True,BL+TR,2.287864923477173,2.165158271789551,2.234253406524658,2.100193500518799,2.234253406524658,2.165158271789551,0.06909513473510742
baseline,False,0.0,none,C_TR_1_J010_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J010_005.png,C,TR,BL,0,NA,1,10,5,h1_exc,all_channels,True,BL+TR,2.3096725940704346,2.095089912414551,2.220834732055664,2.150303363800049,2.220834732055664,2.095089912414551,0.12574481964111328
baseline,False,0.0,none,C_BL_0_J020_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_000.png,C,BL,BL,1,NA,0,20,0,h1_exc,all_channels,True,BL+TR,2.203676700592041,2.057893753051758,2.4137988090515137,2.1234960556030273,2.4137988090515137,2.4137988090515137,0.35590505599975586
baseline,False,0.0,none,C_BL_0_J020_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_001.png,C,BL,BL,1,NA,0,20,1,h1_exc,all_channels,True,BL+TR,2.1236319541931152,2.108954906463623,2.475287437438965,2.06990385055542,2.475287437438965,2.475287437438965,0.3663325309753418
baseline,False,0.0,none,C_BL_0_J020_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_002.png,C,BL,BL,1,NA,0,20,2,h1_exc,all_channels,True,BL+TR,2.1289162635803223,2.05869197845459,2.5349597930908203,2.0739803314208984,2.5349597930908203,2.5349597930908203,0.47626781463623047
baseline,False,0.0,none,C_BL_0_J020_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_003.png,C,BL,BL,1,NA,0,20,3,h1_exc,all_channels,True,BL+TR,2.1534745693206787,2.1161818504333496,2.454434394836426,2.0848984718322754,2.454434394836426,2.454434394836426,0.33825254440307617
baseline,False,0.0,none,C_BL_0_J020_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_004.png,C,BL,BL,1,NA,0,20,4,h1_exc,all_channels,True,BL+TR,2.1656076908111572,2.070345163345337,2.4165091514587402,2.1271162033081055,2.4165091514587402,2.4165091514587402,0.3461639881134033
baseline,False,0.0,none,C_BL_0_J020_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J020_005.png,C,BL,BL,1,NA,0,20,5,h1_exc,all_channels,True,BL+TR,2.1041953563690186,2.129044532775879,2.434666395187378,2.1297459602355957,2.434666395187378,2.434666395187378,0.305621862411499
baseline,False,0.0,none,C_TR_1_J020_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_000.png,C,TR,BL,0,NA,1,20,0,h1_exc,all_channels,True,BL+TR,2.2997305393218994,2.060443878173828,2.1830787658691406,2.2492048740386963,2.1830787658691406,2.060443878173828,0.1226348876953125
baseline,False,0.0,none,C_TR_1_J020_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_001.png,C,TR,BL,0,NA,1,20,1,h1_exc,all_channels,True,BL+TR,2.199089527130127,2.175528049468994,2.2379510402679443,2.20613956451416,2.2379510402679443,2.175528049468994,0.062422990798950195
baseline,False,0.0,none,C_TR_1_J020_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_002.png,C,TR,BL,0,NA,1,20,2,h1_exc,all_channels,True,BL+TR,2.2479538917541504,2.147052526473999,2.2993481159210205,2.094942092895508,2.2993481159210205,2.147052526473999,0.15229558944702148
baseline,False,0.0,none,C_TR_1_J020_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_003.png,C,TR,BL,0,NA,1,20,3,h1_exc,all_channels,True,BL+TR,2.258859395980835,2.062255859375,2.2490439414978027,2.2039670944213867,2.2490439414978027,2.062255859375,0.18678808212280273
baseline,False,0.0,none,C_TR_1_J020_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_004.png,C,TR,BL,0,NA,1,20,4,h1_exc,all_channels,True,BL+TR,2.284217596054077,2.1717138290405273,2.233602523803711,2.098849296569824,2.233602523803711,2.1717138290405273,0.061888694763183594
baseline,False,0.0,none,C_TR_1_J020_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J020_005.png,C,TR,BL,0,NA,1,20,5,h1_exc,all_channels,True,BL+TR,2.3228189945220947,2.0589919090270996,2.2308967113494873,2.156343698501587,2.2308967113494873,2.0589919090270996,0.1719048023223877
baseline,False,0.0,none,C_BL_0_J030_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_000.png,C,BL,BL,1,NA,0,30,0,h1_exc,all_channels,True,BL+TR,2.2300806045532227,2.0782630443573,2.341940402984619,2.143960475921631,2.341940402984619,2.341940402984619,0.26367735862731934
baseline,False,0.0,none,C_BL_0_J030_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_001.png,C,BL,BL,1,NA,0,30,1,h1_exc,all_channels,True,BL+TR,2.1252498626708984,2.1113452911376953,2.46596622467041,2.0728530883789062,2.46596622467041,2.46596622467041,0.35462093353271484
baseline,False,0.0,none,C_BL_0_J030_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_002.png,C,BL,BL,1,NA,0,30,2,h1_exc,all_channels,True,BL+TR,2.142580986022949,2.06982159614563,2.5052313804626465,2.083894968032837,2.5052313804626465,2.5052313804626465,0.4354097843170166
baseline,False,0.0,none,C_BL_0_J030_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_003.png,C,BL,BL,1,NA,0,30,3,h1_exc,all_channels,True,BL+TR,2.1597843170166016,2.1215898990631104,2.4425392150878906,2.0880298614501953,2.4425392150878906,2.4425392150878906,0.3209493160247803
baseline,False,0.0,none,C_BL_0_J030_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_004.png,C,BL,BL,1,NA,0,30,4,h1_exc,all_channels,True,BL+TR,2.173050880432129,2.0780699253082275,2.400815725326538,2.13398814201355,2.400815725326538,2.400815725326538,0.32274580001831055
baseline,False,0.0,none,C_BL_0_J030_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J030_005.png,C,BL,BL,1,NA,0,30,5,h1_exc,all_channels,True,BL+TR,2.117344617843628,2.1485633850097656,2.3879780769348145,2.1454362869262695,2.3879780769348145,2.3879780769348145,0.23941469192504883
baseline,False,0.0,none,C_TR_1_J030_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_000.png,C,TR,BL,0,NA,1,30,0,h1_exc,all_channels,True,BL+TR,2.30357027053833,2.042398691177368,2.1855459213256836,2.25477933883667,2.1855459213256836,2.042398691177368,0.14314723014831543
baseline,False,0.0,none,C_TR_1_J030_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_001.png,C,TR,BL,0,NA,1,30,1,h1_exc,all_channels,True,BL+TR,2.2105722427368164,2.1386361122131348,2.2492101192474365,2.2167317867279053,2.2492101192474365,2.1386361122131348,0.11057400703430176
baseline,False,0.0,none,C_TR_1_J030_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_002.png,C,TR,BL,0,NA,1,30,2,h1_exc,all_channels,True,BL+TR,2.250117063522339,2.137058734893799,2.303112030029297,2.10073184967041,2.303112030029297,2.137058734893799,0.16605329513549805
baseline,False,0.0,none,C_TR_1_J030_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_003.png,C,TR,BL,0,NA,1,30,3,h1_exc,all_channels,True,BL+TR,2.2727906703948975,2.037147045135498,2.251436471939087,2.2011570930480957,2.251436471939087,2.037147045135498,0.21428942680358887
baseline,False,0.0,none,C_TR_1_J030_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_004.png,C,TR,BL,0,NA,1,30,4,h1_exc,all_channels,True,BL+TR,2.3015365600585938,2.13852596282959,2.241443395614624,2.101771116256714,2.241443395614624,2.13852596282959,0.10291743278503418
baseline,False,0.0,none,C_TR_1_J030_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J030_005.png,C,TR,BL,0,NA,1,30,5,h1_exc,all_channels,True,BL+TR,2.3210527896881104,2.060969591140747,2.23006534576416,2.157599449157715,2.23006534576416,2.060969591140747,0.16909575462341309
baseline,False,0.0,none,C_BL_0_J040_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_000.png,C,BL,BL,1,NA,0,40,0,h1_exc,all_channels,True,BL+TR,2.2104973793029785,2.061629295349121,2.40232515335083,2.1277389526367188,2.40232515335083,2.40232515335083,0.340695858001709
baseline,False,0.0,none,C_BL_0_J040_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_001.png,C,BL,BL,1,NA,0,40,1,h1_exc,all_channels,True,BL+TR,2.1446080207824707,2.128647804260254,2.4318079948425293,2.086660385131836,2.4318079948425293,2.4318079948425293,0.3031601905822754
baseline,False,0.0,none,C_BL_0_J040_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_002.png,C,BL,BL,1,NA,0,40,2,h1_exc,all_channels,True,BL+TR,2.1406090259552,2.0732710361480713,2.486748218536377,2.0877411365509033,2.486748218536377,2.486748218536377,0.41347718238830566
baseline,False,0.0,none,C_BL_0_J040_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_003.png,C,BL,BL,1,NA,0,40,3,h1_exc,all_channels,True,BL+TR,2.1840763092041016,2.1437385082244873,2.3558456897735596,2.1033544540405273,2.3558456897735596,2.3558456897735596,0.21210718154907227
baseline,False,0.0,none,C_BL_0_J040_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_004.png,C,BL,BL,1,NA,0,40,4,h1_exc,all_channels,True,BL+TR,2.1799545288085938,2.085360288619995,2.368626356124878,2.144848346710205,2.368626356124878,2.368626356124878,0.2832660675048828
baseline,False,0.0,none,C_BL_0_J040_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J040_005.png,C,BL,BL,1,NA,0,40,5,h1_exc,all_channels,True,BL+TR,2.1219959259033203,2.1611850261688232,2.3548688888549805,2.1556859016418457,2.3548688888549805,2.3548688888549805,0.19368386268615723
baseline,False,0.0,none,C_TR_1_J040_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_000.png,C,TR,BL,0,NA,1,40,0,h1_exc,all_channels,True,BL+TR,2.300971746444702,2.050973653793335,2.185659885406494,2.25350022315979,2.185659885406494,2.050973653793335,0.13468623161315918
baseline,False,0.0,none,C_TR_1_J040_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_001.png,C,TR,BL,0,NA,1,40,1,h1_exc,all_channels,True,BL+TR,2.2132527828216553,2.1305129528045654,2.2535488605499268,2.2204792499542236,2.2535488605499268,2.1305129528045654,0.12303590774536133
baseline,False,0.0,none,C_TR_1_J040_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_002.png,C,TR,BL,0,NA,1,40,2,h1_exc,all_channels,True,BL+TR,2.252743721008301,2.132246255874634,2.306215286254883,2.09780216217041,2.306215286254883,2.132246255874634,0.17396903038024902
baseline,False,0.0,none,C_TR_1_J040_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_003.png,C,TR,BL,0,NA,1,40,3,h1_exc,all_channels,True,BL+TR,2.274280309677124,2.0341618061065674,2.2543931007385254,2.204139232635498,2.2543931007385254,2.0341618061065674,0.220231294631958
baseline,False,0.0,none,C_TR_1_J040_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_004.png,C,TR,BL,0,NA,1,40,4,h1_exc,all_channels,True,BL+TR,2.2955334186553955,2.1503913402557373,2.242206335067749,2.099213123321533,2.242206335067749,2.1503913402557373,0.09181499481201172
baseline,False,0.0,none,C_TR_1_J040_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J040_005.png,C,TR,BL,0,NA,1,40,5,h1_exc,all_channels,True,BL+TR,2.3235461711883545,2.0512442588806152,2.2325282096862793,2.1579933166503906,2.2325282096862793,2.0512442588806152,0.18128395080566406
baseline,False,0.0,none,C_BL_0_J050_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_000.png,C,BL,BL,1,NA,0,50,0,h1_exc,all_channels,True,BL+TR,2.226722002029419,2.073110818862915,2.3586182594299316,2.139390707015991,2.3586182594299316,2.3586182594299316,0.2855074405670166
baseline,False,0.0,none,C_BL_0_J050_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_001.png,C,BL,BL,1,NA,0,50,1,h1_exc,all_channels,True,BL+TR,2.1469130516052246,2.130843162536621,2.4325549602508545,2.0788638591766357,2.4325549602508545,2.4325549602508545,0.3017117977142334
baseline,False,0.0,none,C_BL_0_J050_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_002.png,C,BL,BL,1,NA,0,50,2,h1_exc,all_channels,True,BL+TR,2.159623384475708,2.083597421646118,2.4482526779174805,2.0973777770996094,2.4482526779174805,2.4482526779174805,0.3646552562713623
baseline,False,0.0,none,C_BL_0_J050_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_003.png,C,BL,BL,1,NA,0,50,3,h1_exc,all_channels,True,BL+TR,2.1856350898742676,2.143559217453003,2.365760087966919,2.105405330657959,2.365760087966919,2.365760087966919,0.22220087051391602
baseline,False,0.0,none,C_BL_0_J050_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_004.png,C,BL,BL,1,NA,0,50,4,h1_exc,all_channels,True,BL+TR,2.173187494277954,2.081535816192627,2.3897459506988525,2.1374945640563965,2.3897459506988525,2.3897459506988525,0.3082101345062256
baseline,False,0.0,none,C_BL_0_J050_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_BL_0_J050_005.png,C,BL,BL,1,NA,0,50,5,h1_exc,all_channels,True,BL+TR,2.123242139816284,2.157914876937866,2.361640214920044,2.150423288345337,2.361640214920044,2.361640214920044,0.20372533798217773
baseline,False,0.0,none,C_TR_1_J050_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_000.png,C,TR,BL,0,NA,1,50,0,h1_exc,all_channels,True,BL+TR,2.309628963470459,2.0330352783203125,2.189012050628662,2.258694648742676,2.189012050628662,2.0330352783203125,0.1559767723083496
baseline,False,0.0,none,C_TR_1_J050_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_001.png,C,TR,BL,0,NA,1,50,1,h1_exc,all_channels,True,BL+TR,2.2200281620025635,2.103032112121582,2.260789394378662,2.2256650924682617,2.260789394378662,2.103032112121582,0.15775728225708008
baseline,False,0.0,none,C_TR_1_J050_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_002.png,C,TR,BL,0,NA,1,50,2,h1_exc,all_channels,True,BL+TR,2.261098861694336,2.099759578704834,2.3123178482055664,2.1131742000579834,2.3123178482055664,2.099759578704834,0.21255826950073242
baseline,False,0.0,none,C_TR_1_J050_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_003.png,C,TR,BL,0,NA,1,50,3,h1_exc,all_channels,True,BL+TR,2.269134044647217,2.047869920730591,2.245445966720581,2.206249713897705,2.245445966720581,2.047869920730591,0.19757604598999023
baseline,False,0.0,none,C_TR_1_J050_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_004.png,C,TR,BL,0,NA,1,50,4,h1_exc,all_channels,True,BL+TR,2.304048538208008,2.1310462951660156,2.2505276203155518,2.0981571674346924,2.2505276203155518,2.1310462951660156,0.11948132514953613
baseline,False,0.0,none,C_TR_1_J050_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/C_TR_1_J050_005.png,C,TR,BL,0,NA,1,50,5,h1_exc,all_channels,True,BL+TR,2.3216552734375,2.062997341156006,2.229888439178467,2.154961109161377,2.229888439178467,2.062997341156006,0.16689109802246094
baseline,False,0.0,none,straight_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_000.png,straight,BL,BL,1,NA,0,0,0,h1_exc,all_channels,True,BL+TR,2.2616806030273438,2.0329151153564453,2.4287989139556885,2.0553174018859863,2.4287989139556885,2.4287989139556885,0.39588379859924316
baseline,False,0.0,none,straight_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_001.png,straight,BL,BL,1,NA,0,0,1,h1_exc,all_channels,True,BL+TR,2.249293327331543,2.0167768001556396,2.417246103286743,2.0852606296539307,2.417246103286743,2.417246103286743,0.4004693031311035
baseline,False,0.0,none,straight_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_002.png,straight,BL,BL,1,NA,0,0,2,h1_exc,all_channels,True,BL+TR,2.23948335647583,1.9921859502792358,2.426908016204834,2.1602301597595215,2.426908016204834,2.426908016204834,0.43472206592559814
baseline,False,0.0,none,straight_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_003.png,straight,BL,BL,1,NA,0,0,3,h1_exc,all_channels,True,BL+TR,2.2384142875671387,2.0013327598571777,2.4182815551757812,2.140162944793701,2.4182815551757812,2.4182815551757812,0.4169487953186035
baseline,False,0.0,none,straight_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_004.png,straight,BL,BL,1,NA,0,0,4,h1_exc,all_channels,True,BL+TR,2.2488009929656982,2.0824906826019287,2.371948719024658,2.0763864517211914,2.371948719024658,2.371948719024658,0.2894580364227295
baseline,False,0.0,none,straight_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_BL_0_J000_005.png,straight,BL,BL,1,NA,0,0,5,h1_exc,all_channels,True,BL+TR,2.257004499435425,2.0768492221832275,2.364684581756592,2.1074235439300537,2.364684581756592,2.364684581756592,0.28783535957336426
baseline,False,0.0,none,straight_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_TR_0_J000_000.png,straight,TR,BL,0,NA,0,0,0,h1_exc,all_channels,True,BL+TR,2.1796984672546387,2.2142138481140137,2.215228319168091,2.1814091205596924,2.215228319168091,2.2142138481140137,0.0010144710540771484
baseline,False,0.0,none,straight_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_TR_0_J000_001.png,straight,TR,TR,1,NA,0,0,1,h1_exc,all_channels,True,BL+TR,2.136791467666626,2.2309374809265137,2.1923296451568604,2.224701166152954,2.2309374809265137,2.2309374809265137,-0.03860783576965332
baseline,False,0.0,none,straight_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_TR_0_J000_002.png,straight,TR,BL,0,NA,0,0,2,h1_exc,all_channels,True,BL+TR,2.1622161865234375,2.2337746620178223,2.263497829437256,2.1093194484710693,2.263497829437256,2.2337746620178223,0.029723167419433594
baseline,False,0.0,none,straight_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_jitter_final_2/straight_TR_0_J000_003.png,straight,TR,BL,0,NA,0,0,3,h1_exc,all_channels,True,BL+TR,2.2784583568573,2.157808303833008,2.25484561920166,2.098379611968994,2.25484561920166,2.157808303833008,0.09703731536865234
