filename,path,contour_type,contrast,quadrant,position,jitter,stimulus_id
C_BL_0_J000_021.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/C_BL_0_J000_021.png,C,NA,BL,0,0,21
C_BL_0_J000_022.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/C_BL_0_J000_022.png,C,NA,BL,0,0,22
C_BL_0_J000_023.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/C_BL_0_J000_023.png,C,NA,BL,0,0,23
C_BL_0_J000_024.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/C_BL_0_J000_024.png,C,NA,BL,0,0,24
C_BL_0_J000_025.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/C_BL_0_J000_025.png,C,NA,BL,0,0,25
straight_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_000.png,straight,NA,BL,0,0,0
straight_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_001.png,straight,NA,BL,0,0,1
straight_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_002.png,straight,NA,BL,0,0,2
straight_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_003.png,straight,NA,BL,0,0,3
straight_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_004.png,straight,NA,BL,0,0,4
straight_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_005.png,straight,NA,BL,0,0,5
straight_BL_0_J000_006.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_006.png,straight,NA,BL,0,0,6
straight_BL_0_J000_007.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_007.png,straight,NA,BL,0,0,7
straight_BL_0_J000_008.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_008.png,straight,NA,BL,0,0,8
straight_BL_0_J000_009.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_009.png,straight,NA,BL,0,0,9
straight_BL_0_J000_010.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_010.png,straight,NA,BL,0,0,10
straight_BL_0_J000_011.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_011.png,straight,NA,BL,0,0,11
straight_BL_0_J000_012.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_012.png,straight,NA,BL,0,0,12
straight_BL_0_J000_013.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_013.png,straight,NA,BL,0,0,13
straight_BL_0_J000_014.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_014.png,straight,NA,BL,0,0,14
straight_BL_0_J000_015.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_015.png,straight,NA,BL,0,0,15
straight_BL_0_J000_016.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_016.png,straight,NA,BL,0,0,16
straight_BL_0_J000_017.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_017.png,straight,NA,BL,0,0,17
straight_BL_0_J000_018.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_018.png,straight,NA,BL,0,0,18
straight_BL_0_J000_019.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_019.png,straight,NA,BL,0,0,19
straight_BL_0_J000_020.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_020.png,straight,NA,BL,0,0,20
straight_BL_0_J000_021.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_021.png,straight,NA,BL,0,0,21
straight_BL_0_J000_022.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_022.png,straight,NA,BL,0,0,22
straight_BL_0_J000_023.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_023.png,straight,NA,BL,0,0,23
straight_BL_0_J000_024.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_024.png,straight,NA,BL,0,0,24
straight_BL_0_J000_025.png,/home/yentl/pytorch_gammanet/Images_all_layers_final/straight_BL_0_J000_025.png,straight,NA,BL,0,0,25
