filename,path,contour_type,contrast,quadrant,position,jitter,stimulus_id
C_high_BL_0_J034_000.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J034_000.png,C,high,BL,0,34,000
C_high_BL_0_J035_018.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J035_018.png,C,high,BL,0,35,018
C_high_BL_0_J036_029.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J036_029.png,C,high,BL,0,36,029
C_high_BL_0_J037_008.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J037_008.png,C,high,BL,0,37,008
C_high_BL_0_J038_010.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J038_010.png,C,high,BL,0,38,010
C_high_BL_0_J039_031.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J039_031.png,C,high,BL,0,39,031
C_high_BL_0_J040_022.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J040_022.png,C,high,BL,0,40,022
C_high_BL_0_J041_020.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J041_020.png,C,high,BL,0,41,020
C_high_BL_0_J042_036.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J042_036.png,C,high,BL,0,42,036
C_high_BL_0_J043_026.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J043_026.png,C,high,BL,0,43,026
C_high_BL_0_J044_022.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J044_022.png,C,high,BL,0,44,022
C_high_BL_0_J045_020.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J045_020.png,C,high,BL,0,45,020
C_high_BL_0_J046_024.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J046_024.png,C,high,BL,0,46,024
C_high_BL_0_J047_017.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J047_017.png,C,high,BL,0,47,017
C_high_BL_0_J048_015.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J048_015.png,C,high,BL,0,48,015
C_high_BL_0_J049_017.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J049_017.png,C,high,BL,0,49,017
C_high_BL_0_J050_015.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J050_015.png,C,high,BL,0,50,015
C_high_BL_0_J051_017.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J051_017.png,C,high,BL,0,51,017
C_high_BL_0_J052_020.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J052_020.png,C,high,BL,0,52,020
C_high_BL_0_J053_024.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J053_024.png,C,high,BL,0,53,024
C_high_BL_0_J054_031.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J054_031.png,C,high,BL,0,54,031
C_high_BL_0_J055_017.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J055_017.png,C,high,BL,0,55,017
C_high_BL_0_J056_029.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J056_029.png,C,high,BL,0,56,029
C_high_BL_0_J057_026.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J057_026.png,C,high,BL,0,57,026
C_high_BL_0_J058_029.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J058_029.png,C,high,BL,0,58,029
C_high_BL_0_J060_005.png,/home/yentl/pytorch_gammanet/Images_jitter/C_high_BL_0_J060_005.png,C,high,BL,0,60,005
straight_high_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J000_003.png,straight,high,BL,0,0,003
straight_high_BL_0_J001_003.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J001_003.png,straight,high,BL,0,1,003
straight_high_BL_0_J002_004.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J002_004.png,straight,high,BL,0,2,004
straight_high_BL_0_J003_004.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J003_004.png,straight,high,BL,0,3,004
straight_high_BL_0_J004_007.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J004_007.png,straight,high,BL,0,4,007
straight_high_BL_0_J005_011.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J005_011.png,straight,high,BL,0,5,011
straight_high_BL_0_J006_011.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J006_011.png,straight,high,BL,0,6,011
straight_high_BL_0_J007_010.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J007_010.png,straight,high,BL,0,7,010
straight_high_BL_0_J008_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J008_013.png,straight,high,BL,0,8,013
straight_high_BL_0_J009_007.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J009_007.png,straight,high,BL,0,9,007
straight_high_BL_0_J010_020.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J010_020.png,straight,high,BL,0,10,020
straight_high_BL_0_J011_014.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J011_014.png,straight,high,BL,0,11,014
straight_high_BL_0_J012_012.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J012_012.png,straight,high,BL,0,12,012
straight_high_BL_0_J013_017.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J013_017.png,straight,high,BL,0,13,017
straight_high_BL_0_J014_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J014_018.png,straight,high,BL,0,14,018
straight_high_BL_0_J015_011.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J015_011.png,straight,high,BL,0,15,011
straight_high_BL_0_J016_008.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J016_008.png,straight,high,BL,0,16,008
straight_high_BL_0_J017_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J017_018.png,straight,high,BL,0,17,018
straight_high_BL_0_J018_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J018_018.png,straight,high,BL,0,18,018
straight_high_BL_0_J019_009.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J019_009.png,straight,high,BL,0,19,009
straight_high_BL_0_J020_012.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J020_012.png,straight,high,BL,0,20,012
straight_high_BL_0_J021_011.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J021_011.png,straight,high,BL,0,21,011
straight_high_BL_0_J022_008.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J022_008.png,straight,high,BL,0,22,008
straight_high_BL_0_J023_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J023_018.png,straight,high,BL,0,23,018
straight_high_BL_0_J024_006.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J024_006.png,straight,high,BL,0,24,006
straight_high_BL_0_J025_024.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J025_024.png,straight,high,BL,0,25,024
straight_high_BL_0_J026_025.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J026_025.png,straight,high,BL,0,26,025
straight_high_BL_0_J027_015.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J027_015.png,straight,high,BL,0,27,015
straight_high_BL_0_J028_016.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J028_016.png,straight,high,BL,0,28,016
straight_high_BL_0_J029_008.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J029_008.png,straight,high,BL,0,29,008
straight_high_BL_0_J030_019.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J030_019.png,straight,high,BL,0,30,019
straight_high_BL_0_J031_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J031_013.png,straight,high,BL,0,31,013
straight_high_BL_0_J032_009.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J032_009.png,straight,high,BL,0,32,009
straight_high_BL_0_J033_020.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J033_020.png,straight,high,BL,0,33,020
straight_high_BL_0_J034_016.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J034_016.png,straight,high,BL,0,34,016
straight_high_BL_0_J035_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J035_013.png,straight,high,BL,0,35,013
straight_high_BL_0_J036_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J036_018.png,straight,high,BL,0,36,018
straight_high_BL_0_J037_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J037_013.png,straight,high,BL,0,37,013
straight_high_BL_0_J038_024.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J038_024.png,straight,high,BL,0,38,024
straight_high_BL_0_J039_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J039_013.png,straight,high,BL,0,39,013
straight_high_BL_0_J040_016.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J040_016.png,straight,high,BL,0,40,016
straight_high_BL_0_J041_012.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J041_012.png,straight,high,BL,0,41,012
straight_high_BL_0_J042_015.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J042_015.png,straight,high,BL,0,42,015
straight_high_BL_0_J043_015.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J043_015.png,straight,high,BL,0,43,015
straight_high_BL_0_J044_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J044_013.png,straight,high,BL,0,44,013
straight_high_BL_0_J045_013.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J045_013.png,straight,high,BL,0,45,013
straight_high_BL_0_J046_024.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J046_024.png,straight,high,BL,0,46,024
straight_high_BL_0_J047_010.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J047_010.png,straight,high,BL,0,47,010
straight_high_BL_0_J048_009.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J048_009.png,straight,high,BL,0,48,009
straight_high_BL_0_J049_022.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J049_022.png,straight,high,BL,0,49,022
straight_high_BL_0_J050_023.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J050_023.png,straight,high,BL,0,50,023
straight_high_BL_0_J051_025.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J051_025.png,straight,high,BL,0,51,025
straight_high_BL_0_J052_019.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J052_019.png,straight,high,BL,0,52,019
straight_high_BL_0_J053_021.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J053_021.png,straight,high,BL,0,53,021
straight_high_BL_0_J054_012.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J054_012.png,straight,high,BL,0,54,012
straight_high_BL_0_J055_020.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J055_020.png,straight,high,BL,0,55,020
straight_high_BL_0_J056_018.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J056_018.png,straight,high,BL,0,56,018
straight_high_BL_0_J057_010.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J057_010.png,straight,high,BL,0,57,010
straight_high_BL_0_J058_020.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J058_020.png,straight,high,BL,0,58,020
straight_high_BL_0_J059_012.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J059_012.png,straight,high,BL,0,59,012
straight_high_BL_0_J060_022.png,/home/yentl/pytorch_gammanet/Images_jitter/straight_high_BL_0_J060_022.png,straight,high,BL,0,60,022
