filename,true_category,contrast,quadrant,position,jitter,predicted_category,correct,C_evidence,straight_evidence
C_high_BL_0_J027_012.png,C,high,BL,0,27,straight,False,1.841602087020874,2.9316322803497314
C_high_BL_0_J028_008.png,C,high,BL,0,28,straight,False,2.260833263397217,3.65836501121521
C_high_BL_0_J029_012.png,C,high,BL,0,29,straight,False,1.8462848663330078,2.8680548667907715
C_high_BL_0_J030_026.png,C,high,BL,0,30,straight,False,1.7235621213912964,3.3039419651031494
C_high_BL_0_J031_009.png,C,high,BL,0,31,straight,False,2.254737377166748,2.7503695487976074
C_high_BL_0_J032_012.png,C,high,BL,0,32,straight,False,1.2111783027648926,2.822488307952881
C_high_BL_0_J033_027.png,C,high,BL,0,33,straight,False,1.0239177942276,3.0007948875427246
C_high_BL_0_J034_000.png,C,high,BL,0,34,straight,False,2.1621131896972656,3.2445008754730225
C_high_BL_0_J035_018.png,C,high,BL,0,35,straight,False,1.543327808380127,3.1497299671173096
C_high_BL_0_J036_029.png,C,high,BL,0,36,straight,False,1.3944071531295776,2.8635952472686768
C_high_BL_0_J037_008.png,C,high,BL,0,37,straight,False,2.063236713409424,3.6919522285461426
C_high_BL_0_J038_010.png,C,high,BL,0,38,straight,False,1.283208966255188,3.2896385192871094
C_high_BL_0_J039_031.png,C,high,BL,0,39,straight,False,2.2623157501220703,3.4549026489257812
C_high_BL_0_J040_022.png,C,high,BL,0,40,straight,False,1.4077752828598022,2.7015843391418457
C_high_BL_0_J041_020.png,C,high,BL,0,41,straight,False,1.021555781364441,3.2340235710144043
C_high_BL_0_J042_036.png,C,high,BL,0,42,straight,False,1.1842283010482788,3.0651073455810547
C_high_BL_0_J043_026.png,C,high,BL,0,43,straight,False,1.4119452238082886,3.277233839035034
C_high_BL_0_J044_022.png,C,high,BL,0,44,straight,False,1.5843409299850464,2.749234437942505
C_high_BL_0_J045_020.png,C,high,BL,0,45,straight,False,1.3931119441986084,3.2523789405822754
C_high_BL_0_J046_024.png,C,high,BL,0,46,straight,False,1.4245021343231201,2.8701133728027344
C_high_BL_0_J047_017.png,C,high,BL,0,47,straight,False,1.2202180624008179,2.8582184314727783
C_high_BL_0_J048_015.png,C,high,BL,0,48,straight,False,2.176596164703369,3.234844446182251
C_high_BL_0_J049_017.png,C,high,BL,0,49,straight,False,1.3906805515289307,2.877000570297241
C_high_BL_0_J050_015.png,C,high,BL,0,50,straight,False,1.5711761713027954,3.142702341079712
C_high_BL_0_J051_017.png,C,high,BL,0,51,straight,False,1.092515468597412,2.840998649597168
C_high_BL_0_J052_020.png,C,high,BL,0,52,straight,False,0.8164129257202148,3.2129056453704834
C_high_BL_0_J053_024.png,C,high,BL,0,53,straight,False,1.098587155342102,2.7816452980041504
C_high_BL_0_J054_031.png,C,high,BL,0,54,straight,False,0.7896818518638611,3.299138069152832
C_high_BL_0_J055_017.png,C,high,BL,0,55,straight,False,1.6494109630584717,2.8985722064971924
C_high_BL_0_J056_029.png,C,high,BL,0,56,straight,False,1.1565145254135132,2.827914237976074
C_high_BL_0_J057_026.png,C,high,BL,0,57,straight,False,1.5171350240707397,3.3400912284851074
C_high_BL_0_J058_029.png,C,high,BL,0,58,straight,False,0.6790014505386353,2.803022623062134
C_high_BL_0_J060_005.png,C,high,BL,0,60,straight,False,1.0942143201828003,3.147603988647461
C_low_BL_0_J000_002.png,C,low,BL,0,0,straight,False,0.35864657163619995,2.1913907527923584
C_low_BL_0_J001_015.png,C,low,BL,0,1,straight,False,1.1060937643051147,2.036689043045044
C_low_BL_0_J002_008.png,C,low,BL,0,2,straight,False,0.6051355004310608,2.172348976135254
C_low_BL_0_J003_004.png,C,low,BL,0,3,straight,False,0.3807927072048187,2.107746124267578
C_low_BL_0_J004_015.png,C,low,BL,0,4,straight,False,1.0718979835510254,2.0567259788513184
C_low_BL_0_J005_022.png,C,low,BL,0,5,straight,False,0.5496925115585327,1.9753427505493164
C_low_BL_0_J006_020.png,C,low,BL,0,6,straight,False,0.7885077595710754,2.012917995452881
C_low_BL_0_J007_015.png,C,low,BL,0,7,straight,False,1.0991580486297607,2.0362513065338135
C_low_BL_0_J008_017.png,C,low,BL,0,8,straight,False,0.48920685052871704,2.1309354305267334
C_low_BL_0_J009_022.png,C,low,BL,0,9,straight,False,0.5922676920890808,1.978821039199829
C_low_BL_0_J010_015.png,C,low,BL,0,10,straight,False,1.0713257789611816,2.046185255050659
C_low_BL_0_J011_011.png,C,low,BL,0,11,straight,False,0.5009806752204895,2.1118013858795166
C_low_BL_0_J012_011.png,C,low,BL,0,12,straight,False,0.5188843011856079,2.128323554992676
C_low_BL_0_J013_008.png,C,low,BL,0,13,straight,False,0.593574047088623,2.1743569374084473
C_low_BL_0_J014_015.png,C,low,BL,0,14,straight,False,1.0848444700241089,2.0517024993896484
C_low_BL_0_J015_011.png,C,low,BL,0,15,straight,False,0.45599105954170227,2.103276252746582
C_low_BL_0_J016_017.png,C,low,BL,0,16,straight,False,0.39752674102783203,2.12496280670166
C_low_BL_0_J017_013.png,C,low,BL,0,17,straight,False,0.4433056116104126,2.109243392944336
C_low_BL_0_J018_015.png,C,low,BL,0,18,straight,False,1.0781660079956055,2.0338428020477295
C_low_BL_0_J019_008.png,C,low,BL,0,19,straight,False,0.46007245779037476,2.1993796825408936
C_low_BL_0_J020_015.png,C,low,BL,0,20,straight,False,1.0875136852264404,2.028991937637329
C_low_BL_0_J021_008.png,C,low,BL,0,21,straight,False,0.4904237389564514,2.1707191467285156
C_low_BL_0_J022_001.png,C,low,BL,0,22,straight,False,0.36724597215652466,2.1004951000213623
C_low_BL_0_J023_022.png,C,low,BL,0,23,straight,False,0.2812504172325134,1.9704997539520264
C_low_BL_0_J024_008.png,C,low,BL,0,24,straight,False,0.5008941292762756,2.1903038024902344
C_low_BL_0_J025_013.png,C,low,BL,0,25,straight,False,0.38189369440078735,2.1110270023345947
C_low_BL_0_J026_011.png,C,low,BL,0,26,straight,False,0.40288615226745605,2.098402976989746
C_low_BL_0_J027_008.png,C,low,BL,0,27,straight,False,0.505078911781311,2.183474063873291
C_low_BL_0_J028_011.png,C,low,BL,0,28,straight,False,0.45098793506622314,2.122016668319702
C_low_BL_0_J029_013.png,C,low,BL,0,29,straight,False,0.342342346906662,2.135692834854126
C_low_BL_0_J030_076.png,C,low,BL,0,30,straight,False,1.1323531866073608,2.3011744022369385
C_low_BL_0_J031_005.png,C,low,BL,0,31,straight,False,0.3384304642677307,2.176039457321167
C_low_BL_0_J032_011.png,C,low,BL,0,32,straight,False,0.4336737394332886,2.1386711597442627
C_low_BL_0_J033_018.png,C,low,BL,0,33,straight,False,0.4445893466472626,2.052745819091797
C_low_BL_0_J034_021.png,C,low,BL,0,34,straight,False,0.6669137477874756,2.142577648162842
C_low_BL_0_J035_014.png,C,low,BL,0,35,straight,False,0.2812197208404541,2.1468732357025146
C_low_BL_0_J036_011.png,C,low,BL,0,36,straight,False,0.414775550365448,2.1355881690979004
C_low_BL_0_J037_016.png,C,low,BL,0,37,straight,False,0.3413407504558563,2.123913526535034
C_low_BL_0_J038_011.png,C,low,BL,0,38,straight,False,0.4002037048339844,2.1057679653167725
C_low_BL_0_J039_021.png,C,low,BL,0,39,straight,False,0.4449630677700043,2.135826349258423
C_low_BL_0_J040_018.png,C,low,BL,0,40,straight,False,0.33252233266830444,2.0568861961364746
C_low_BL_0_J041_025.png,C,low,BL,0,41,straight,False,0.41847580671310425,2.0557291507720947
C_low_BL_0_J042_016.png,C,low,BL,0,42,straight,False,0.36126211285591125,2.116302013397217
C_low_BL_0_J043_016.png,C,low,BL,0,43,straight,False,0.4051126539707184,2.1291956901550293
C_low_BL_0_J044_014.png,C,low,BL,0,44,straight,False,0.2853826880455017,2.135875940322876
C_low_BL_0_J045_025.png,C,low,BL,0,45,straight,False,0.4554440975189209,2.0365068912506104
C_low_BL_0_J046_025.png,C,low,BL,0,46,straight,False,0.5530956387519836,2.054926872253418
C_low_BL_0_J047_018.png,C,low,BL,0,47,straight,False,0.37546294927597046,2.0618371963500977
C_low_BL_0_J048_018.png,C,low,BL,0,48,straight,False,0.38660475611686707,2.0584046840667725
C_low_BL_0_J049_016.png,C,low,BL,0,49,straight,False,0.3216742277145386,2.1288363933563232
C_low_BL_0_J050_014.png,C,low,BL,0,50,straight,False,0.27728280425071716,2.1226754188537598
C_low_BL_0_J051_021.png,C,low,BL,0,51,straight,False,0.4349783658981323,2.1456472873687744
C_low_BL_0_J052_018.png,C,low,BL,0,52,straight,False,0.5853368043899536,2.0653762817382812
C_low_BL_0_J053_014.png,C,low,BL,0,53,straight,False,0.300683856010437,2.120211362838745
C_low_BL_0_J054_011.png,C,low,BL,0,54,straight,False,0.48444247245788574,2.1235666275024414
C_low_BL_0_J055_021.png,C,low,BL,0,55,straight,False,0.4895450472831726,2.1512691974639893
C_low_BL_0_J056_018.png,C,low,BL,0,56,straight,False,0.36279064416885376,2.0790889263153076
C_low_BL_0_J057_014.png,C,low,BL,0,57,straight,False,0.3725748062133789,2.1467928886413574
C_low_BL_0_J058_009.png,C,low,BL,0,58,straight,False,0.7017254829406738,2.1089699268341064
C_low_BL_0_J060_002.png,C,low,BL,0,60,straight,False,0.3198448717594147,2.182821750640869
straight_high_BL_0_J000_003.png,straight,high,BL,0,0,straight,True,1.8280138969421387,3.638836145401001
straight_high_BL_0_J001_003.png,straight,high,BL,0,1,straight,True,1.8280138969421387,3.638836145401001
straight_high_BL_0_J002_004.png,straight,high,BL,0,2,straight,True,1.0802158117294312,3.3572638034820557
straight_high_BL_0_J003_004.png,straight,high,BL,0,3,straight,True,1.090414047241211,3.3513097763061523
straight_high_BL_0_J004_007.png,straight,high,BL,0,4,straight,True,1.0976289510726929,3.627305030822754
straight_high_BL_0_J005_011.png,straight,high,BL,0,5,straight,True,0.9341737627983093,3.2891619205474854
straight_high_BL_0_J006_011.png,straight,high,BL,0,6,straight,True,0.9797030091285706,3.2943358421325684
straight_high_BL_0_J007_010.png,straight,high,BL,0,7,straight,True,1.3494013547897339,3.442533016204834
straight_high_BL_0_J008_013.png,straight,high,BL,0,8,straight,True,0.8455716967582703,3.7038016319274902
straight_high_BL_0_J009_007.png,straight,high,BL,0,9,straight,True,0.9743226766586304,3.619035482406616
straight_high_BL_0_J010_020.png,straight,high,BL,0,10,straight,True,0.45990967750549316,3.581494092941284
straight_high_BL_0_J011_014.png,straight,high,BL,0,11,straight,True,0.9525007605552673,3.132999897003174
straight_high_BL_0_J012_012.png,straight,high,BL,0,12,straight,True,0.9476949572563171,3.2976157665252686
straight_high_BL_0_J013_017.png,straight,high,BL,0,13,straight,True,0.7553567886352539,3.434053421020508
straight_high_BL_0_J014_018.png,straight,high,BL,0,14,straight,True,0.965812087059021,3.9505841732025146
straight_high_BL_0_J015_011.png,straight,high,BL,0,15,straight,True,0.9293453097343445,3.218717098236084
straight_high_BL_0_J016_008.png,straight,high,BL,0,16,straight,True,0.9667696356773376,3.789806604385376
straight_high_BL_0_J017_018.png,straight,high,BL,0,17,straight,True,0.959184467792511,3.980820894241333
straight_high_BL_0_J018_018.png,straight,high,BL,0,18,straight,True,0.9158831834793091,3.9589428901672363
straight_high_BL_0_J019_009.png,straight,high,BL,0,19,straight,True,0.7317795157432556,3.2286221981048584
straight_high_BL_0_J020_012.png,straight,high,BL,0,20,straight,True,0.9637784361839294,3.2740375995635986
straight_high_BL_0_J021_011.png,straight,high,BL,0,21,straight,True,0.9575515389442444,3.268778085708618
straight_high_BL_0_J022_008.png,straight,high,BL,0,22,straight,True,1.0722882747650146,3.869908332824707
straight_high_BL_0_J023_018.png,straight,high,BL,0,23,straight,True,0.899490237236023,3.9272611141204834
straight_high_BL_0_J024_006.png,straight,high,BL,0,24,straight,True,0.8454877138137817,3.2293426990509033
straight_high_BL_0_J025_024.png,straight,high,BL,0,25,straight,True,0.8164975643157959,3.07912278175354
straight_high_BL_0_J026_025.png,straight,high,BL,0,26,straight,True,1.0280078649520874,3.4388797283172607
straight_high_BL_0_J027_015.png,straight,high,BL,0,27,straight,True,0.7317074537277222,3.324735164642334
straight_high_BL_0_J028_016.png,straight,high,BL,0,28,straight,True,1.0581971406936646,3.415785074234009
straight_high_BL_0_J029_008.png,straight,high,BL,0,29,straight,True,1.0585442781448364,3.871321201324463
straight_high_BL_0_J030_019.png,straight,high,BL,0,30,straight,True,0.8182490468025208,3.423884391784668
straight_high_BL_0_J031_013.png,straight,high,BL,0,31,straight,True,0.9214103817939758,3.660592555999756
straight_high_BL_0_J032_009.png,straight,high,BL,0,32,straight,True,0.6500069499015808,3.1704390048980713
straight_high_BL_0_J033_020.png,straight,high,BL,0,33,straight,True,0.4605831503868103,3.5561347007751465
straight_high_BL_0_J034_016.png,straight,high,BL,0,34,straight,True,1.0925437211990356,3.3821792602539062
straight_high_BL_0_J035_013.png,straight,high,BL,0,35,straight,True,0.8096336126327515,3.629347085952759
straight_high_BL_0_J036_018.png,straight,high,BL,0,36,straight,True,0.8497205376625061,3.9308629035949707
straight_high_BL_0_J037_013.png,straight,high,BL,0,37,straight,True,0.849723219871521,3.5959408283233643
straight_high_BL_0_J038_024.png,straight,high,BL,0,38,straight,True,0.9513548612594604,3.029269218444824
straight_high_BL_0_J039_013.png,straight,high,BL,0,39,straight,True,0.7922430038452148,3.602681875228882
straight_high_BL_0_J040_016.png,straight,high,BL,0,40,straight,True,1.0922925472259521,3.433094024658203
straight_high_BL_0_J041_012.png,straight,high,BL,0,41,straight,True,0.9628390073776245,3.1918179988861084
straight_high_BL_0_J042_015.png,straight,high,BL,0,42,straight,True,0.6754531264305115,3.2787437438964844
straight_high_BL_0_J043_015.png,straight,high,BL,0,43,straight,True,0.7181356549263,3.2752223014831543
straight_high_BL_0_J044_013.png,straight,high,BL,0,44,straight,True,0.9389500021934509,3.6050479412078857
straight_high_BL_0_J045_013.png,straight,high,BL,0,45,straight,True,0.8193737268447876,3.5335402488708496
straight_high_BL_0_J046_024.png,straight,high,BL,0,46,straight,True,0.806607186794281,3.0504984855651855
straight_high_BL_0_J047_010.png,straight,high,BL,0,47,straight,True,1.3820241689682007,3.3772528171539307
straight_high_BL_0_J048_009.png,straight,high,BL,0,48,straight,True,0.6256511211395264,3.1903703212738037
straight_high_BL_0_J049_022.png,straight,high,BL,0,49,straight,True,1.05619478225708,3.243198871612549
straight_high_BL_0_J050_023.png,straight,high,BL,0,50,straight,True,0.8146836161613464,3.0136959552764893
straight_high_BL_0_J051_025.png,straight,high,BL,0,51,straight,True,0.8376054763793945,3.3187003135681152
straight_high_BL_0_J052_019.png,straight,high,BL,0,52,straight,True,0.7596087455749512,3.334104061126709
straight_high_BL_0_J053_021.png,straight,high,BL,0,53,straight,True,0.4923883378505707,3.161201238632202
straight_high_BL_0_J054_012.png,straight,high,BL,0,54,straight,True,0.93691486120224,3.2437899112701416
straight_high_BL_0_J055_020.png,straight,high,BL,0,55,straight,True,0.4416750967502594,3.510164976119995
straight_high_BL_0_J056_018.png,straight,high,BL,0,56,straight,True,0.7512615323066711,3.806863307952881
straight_high_BL_0_J057_010.png,straight,high,BL,0,57,straight,True,1.3953359127044678,3.380493640899658
straight_high_BL_0_J058_020.png,straight,high,BL,0,58,straight,True,0.4568161368370056,3.5398197174072266
straight_high_BL_0_J059_012.png,straight,high,BL,0,59,straight,True,0.9244519472122192,3.2330405712127686
straight_high_BL_0_J060_022.png,straight,high,BL,0,60,straight,True,0.9247843027114868,3.1580944061279297
straight_low_BL_0_J000_003.png,straight,low,BL,0,0,straight,True,0.4108503460884094,2.1576483249664307
straight_low_BL_0_J001_013.png,straight,low,BL,0,1,straight,True,0.3146282732486725,2.3114917278289795
straight_low_BL_0_J002_006.png,straight,low,BL,0,2,straight,True,0.3796548843383789,2.2049994468688965
straight_low_BL_0_J003_018.png,straight,low,BL,0,3,straight,True,0.33563777804374695,2.188148021697998
straight_low_BL_0_J004_016.png,straight,low,BL,0,4,straight,True,0.3245692253112793,2.174237012863159
straight_low_BL_0_J005_023.png,straight,low,BL,0,5,straight,True,0.3041864037513733,2.0735855102539062
straight_low_BL_0_J006_012.png,straight,low,BL,0,6,straight,True,0.2648923099040985,2.157033681869507
straight_low_BL_0_J007_014.png,straight,low,BL,0,7,straight,True,0.29944029450416565,2.014268159866333
straight_low_BL_0_J008_009.png,straight,low,BL,0,8,straight,True,0.3764072060585022,2.1838161945343018
straight_low_BL_0_J009_021.png,straight,low,BL,0,9,straight,True,0.32857877016067505,2.1507108211517334
straight_low_BL_0_J010_009.png,straight,low,BL,0,10,straight,True,0.39537665247917175,2.1832220554351807
straight_low_BL_0_J011_002.png,straight,low,BL,0,11,straight,True,0.399806946516037,2.1108224391937256
straight_low_BL_0_J012_011.png,straight,low,BL,0,12,straight,True,0.31509801745414734,2.178475856781006
straight_low_BL_0_J013_015.png,straight,low,BL,0,13,straight,True,0.40374043583869934,2.2855372428894043
straight_low_BL_0_J014_022.png,straight,low,BL,0,14,straight,True,0.28577515482902527,2.0135293006896973
straight_low_BL_0_J015_015.png,straight,low,BL,0,15,straight,True,0.404827356338501,2.285413980484009
straight_low_BL_0_J016_020.png,straight,low,BL,0,16,straight,True,0.30419662594795227,2.1548850536346436
straight_low_BL_0_J017_013.png,straight,low,BL,0,17,straight,True,0.3094782829284668,2.3049850463867188
straight_low_BL_0_J018_015.png,straight,low,BL,0,18,straight,True,0.38735276460647583,2.281358480453491
straight_low_BL_0_J019_015.png,straight,low,BL,0,19,straight,True,0.4052210748195648,2.2872724533081055
straight_low_BL_0_J020_004.png,straight,low,BL,0,20,straight,True,0.313959002494812,2.0422585010528564
straight_low_BL_0_J021_005.png,straight,low,BL,0,21,straight,True,0.40818357467651367,2.303311824798584
straight_low_BL_0_J022_017.png,straight,low,BL,0,22,straight,True,0.38317203521728516,2.201875925064087
straight_low_BL_0_J023_026.png,straight,low,BL,0,23,straight,True,0.5296556949615479,2.1974287033081055
straight_low_BL_0_J024_017.png,straight,low,BL,0,24,straight,True,0.3807268440723419,2.2036991119384766
straight_low_BL_0_J025_013.png,straight,low,BL,0,25,straight,True,0.31552988290786743,2.299532413482666
straight_low_BL_0_J026_022.png,straight,low,BL,0,26,straight,True,0.2921459674835205,2.022885799407959
straight_low_BL_0_J027_020.png,straight,low,BL,0,27,straight,True,0.3135365843772888,2.1637423038482666
straight_low_BL_0_J028_013.png,straight,low,BL,0,28,straight,True,0.30996042490005493,2.2909204959869385
straight_low_BL_0_J029_012.png,straight,low,BL,0,29,straight,True,0.27484130859375,2.1630473136901855
straight_low_BL_0_J030_017.png,straight,low,BL,0,30,straight,True,0.38393473625183105,2.213035821914673
straight_low_BL_0_J031_014.png,straight,low,BL,0,31,straight,True,0.28388452529907227,2.017340660095215
straight_low_BL_0_J032_023.png,straight,low,BL,0,32,straight,True,0.30329254269599915,2.0754261016845703
straight_low_BL_0_J033_021.png,straight,low,BL,0,33,straight,True,0.30998653173446655,2.139730215072632
straight_low_BL_0_J034_014.png,straight,low,BL,0,34,straight,True,0.290176123380661,2.0173704624176025
straight_low_BL_0_J035_014.png,straight,low,BL,0,35,straight,True,0.3434959650039673,1.9914792776107788
straight_low_BL_0_J036_021.png,straight,low,BL,0,36,straight,True,0.31903350353240967,2.1208505630493164
straight_low_BL_0_J037_020.png,straight,low,BL,0,37,straight,True,0.314543217420578,2.1620349884033203
straight_low_BL_0_J038_020.png,straight,low,BL,0,38,straight,True,0.31144899129867554,2.1731228828430176
straight_low_BL_0_J039_011.png,straight,low,BL,0,39,straight,True,0.3197726011276245,2.1779286861419678
straight_low_BL_0_J040_029.png,straight,low,BL,0,40,straight,True,0.3869648575782776,2.2000467777252197
straight_low_BL_0_J041_020.png,straight,low,BL,0,41,straight,True,0.3194843530654907,2.1857621669769287
straight_low_BL_0_J042_015.png,straight,low,BL,0,42,straight,True,0.3677419126033783,2.296494960784912
straight_low_BL_0_J043_020.png,straight,low,BL,0,43,straight,True,0.3191644847393036,2.1791698932647705
straight_low_BL_0_J044_022.png,straight,low,BL,0,44,straight,True,0.2983984649181366,2.027414321899414
straight_low_BL_0_J045_024.png,straight,low,BL,0,45,straight,True,0.29920434951782227,2.204407215118408
straight_low_BL_0_J046_018.png,straight,low,BL,0,46,straight,True,0.34273645281791687,2.194950580596924
straight_low_BL_0_J047_015.png,straight,low,BL,0,47,straight,True,0.3612230718135834,2.2884364128112793
straight_low_BL_0_J048_011.png,straight,low,BL,0,48,straight,True,0.30565905570983887,2.183380603790283
straight_low_BL_0_J049_020.png,straight,low,BL,0,49,straight,True,0.32124006748199463,2.179119825363159
straight_low_BL_0_J050_018.png,straight,low,BL,0,50,straight,True,0.35301220417022705,2.2112927436828613
straight_low_BL_0_J051_011.png,straight,low,BL,0,51,straight,True,0.35819169878959656,2.1847116947174072
straight_low_BL_0_J052_015.png,straight,low,BL,0,52,straight,True,0.3559812009334564,2.2844958305358887
straight_low_BL_0_J053_015.png,straight,low,BL,0,53,straight,True,0.35378387570381165,2.2893948554992676
straight_low_BL_0_J054_006.png,straight,low,BL,0,54,straight,True,0.40791428089141846,2.186509609222412
straight_low_BL_0_J055_015.png,straight,low,BL,0,55,straight,True,0.35305193066596985,2.2995150089263916
straight_low_BL_0_J056_015.png,straight,low,BL,0,56,straight,True,0.3549779951572418,2.3290584087371826
straight_low_BL_0_J057_008.png,straight,low,BL,0,57,straight,True,0.3303140699863434,2.1811132431030273
straight_low_BL_0_J058_018.png,straight,low,BL,0,58,straight,True,0.36407706141471863,2.2308504581451416
straight_low_BL_0_J059_006.png,straight,low,BL,0,59,straight,True,0.3949734568595886,2.201545476913452
straight_low_BL_0_J060_010.png,straight,low,BL,0,60,straight,True,0.38488683104515076,2.095717668533325
