filename,path,true_category,contrast,quadrant,jitter,predicted_category,evidence_C,evidence_straight,output_score_global,correct_readout
C_high_BL_0_J022_015.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J022_015.png,C,high,BL,22,straight,2.4822263717651367,3.267223358154297,0.07810711115598679,False
C_high_BL_0_J023_003.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J023_003.png,C,high,BL,23,straight,3.092663049697876,3.113252878189087,0.08228366076946259,False
C_high_BL_0_J024_019.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J024_019.png,C,high,BL,24,straight,1.7708195447921753,3.0270023345947266,0.08714847266674042,False
C_high_BL_0_J025_022.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J025_022.png,C,high,BL,25,straight,2.4272303581237793,2.7473461627960205,0.08138994127511978,False
C_high_BL_0_J026_024.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J026_024.png,C,high,BL,26,straight,2.6600286960601807,2.9095966815948486,0.07715246826410294,False
C_high_BL_0_J027_012.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J027_012.png,C,high,BL,27,straight,1.841602087020874,2.9316322803497314,0.07935094833374023,False
C_high_BL_0_J028_008.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J028_008.png,C,high,BL,28,straight,2.260833263397217,3.65836501121521,0.07661517709493637,False
C_high_BL_0_J029_012.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J029_012.png,C,high,BL,29,straight,1.8462848663330078,2.8680548667907715,0.0797521322965622,False
C_high_BL_0_J030_026.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J030_026.png,C,high,BL,30,straight,1.7235621213912964,3.3039419651031494,0.07846160233020782,False
C_high_BL_0_J031_009.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J031_009.png,C,high,BL,31,straight,2.254737377166748,2.7503695487976074,0.07908954471349716,False
C_high_BL_0_J032_012.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J032_012.png,C,high,BL,32,straight,1.2111783027648926,2.822488307952881,0.08041798323392868,False
C_high_BL_0_J033_027.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J033_027.png,C,high,BL,33,straight,1.0239177942276,3.0007948875427246,0.07901123911142349,False
C_high_BL_0_J034_000.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J034_000.png,C,high,BL,34,straight,2.1621131896972656,3.2445008754730225,0.08023462444543839,False
C_high_BL_0_J035_018.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J035_018.png,C,high,BL,35,straight,1.543327808380127,3.1497299671173096,0.08602625131607056,False
C_high_BL_0_J036_029.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J036_029.png,C,high,BL,36,straight,1.3944071531295776,2.8635952472686768,0.08290889859199524,False
C_high_BL_0_J037_008.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J037_008.png,C,high,BL,37,straight,2.063236713409424,3.6919522285461426,0.07483594119548798,False
C_high_BL_0_J038_010.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J038_010.png,C,high,BL,38,straight,1.283208966255188,3.2896385192871094,0.0788564682006836,False
C_high_BL_0_J039_031.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J039_031.png,C,high,BL,39,straight,2.2623157501220703,3.4549026489257812,0.07391771674156189,False
C_high_BL_0_J040_022.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J040_022.png,C,high,BL,40,straight,1.4077752828598022,2.7015843391418457,0.08385662734508514,False
C_high_BL_0_J041_020.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J041_020.png,C,high,BL,41,straight,1.021555781364441,3.2340235710144043,0.08358537405729294,False
C_high_BL_0_J042_036.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J042_036.png,C,high,BL,42,straight,1.1842283010482788,3.0651073455810547,0.07143878936767578,False
C_high_BL_0_J043_026.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J043_026.png,C,high,BL,43,straight,1.4119452238082886,3.277233839035034,0.07936929166316986,False
C_high_BL_0_J044_022.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J044_022.png,C,high,BL,44,straight,1.5843409299850464,2.749234437942505,0.08167485892772675,False
C_high_BL_0_J045_020.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J045_020.png,C,high,BL,45,straight,1.3931119441986084,3.2523789405822754,0.0827702134847641,False
C_high_BL_0_J046_024.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J046_024.png,C,high,BL,46,straight,1.4245021343231201,2.8701133728027344,0.08060625940561295,False
C_high_BL_0_J047_017.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J047_017.png,C,high,BL,47,straight,1.2202180624008179,2.8582184314727783,0.08051688969135284,False
C_high_BL_0_J048_015.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J048_015.png,C,high,BL,48,straight,2.176596164703369,3.234844446182251,0.07657969743013382,False
C_high_BL_0_J049_017.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J049_017.png,C,high,BL,49,straight,1.3906805515289307,2.877000570297241,0.08104099333286285,False
C_high_BL_0_J050_015.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J050_015.png,C,high,BL,50,straight,1.5711761713027954,3.142702341079712,0.0784933790564537,False
C_high_BL_0_J051_017.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J051_017.png,C,high,BL,51,straight,1.092515468597412,2.840998649597168,0.08203304558992386,False
C_high_BL_0_J052_020.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J052_020.png,C,high,BL,52,straight,0.8164129257202148,3.2129056453704834,0.08679132163524628,False
C_high_BL_0_J053_024.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J053_024.png,C,high,BL,53,straight,1.098587155342102,2.7816452980041504,0.0807371437549591,False
C_high_BL_0_J054_031.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J054_031.png,C,high,BL,54,straight,0.7896818518638611,3.299138069152832,0.07888951897621155,False
C_high_BL_0_J055_017.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J055_017.png,C,high,BL,55,straight,1.6494109630584717,2.8985722064971924,0.07975858449935913,False
C_high_BL_0_J056_029.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J056_029.png,C,high,BL,56,straight,1.1565145254135132,2.827914237976074,0.08518403768539429,False
C_high_BL_0_J057_026.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J057_026.png,C,high,BL,57,straight,1.5171350240707397,3.3400912284851074,0.07940563559532166,False
C_high_BL_0_J058_029.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J058_029.png,C,high,BL,58,straight,0.6790014505386353,2.803022623062134,0.08668158203363419,False
C_high_BL_0_J060_005.png,/home/yentl/pytorch_gammanet/Images/C_high_BL_0_J060_005.png,C,high,BL,60,straight,1.0942143201828003,3.147603988647461,0.08360490947961807,False
straight_high_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J000_003.png,straight,high,BL,0,straight,1.8280138969421387,3.638836145401001,0.07578519731760025,True
straight_high_BL_0_J001_003.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J001_003.png,straight,high,BL,1,straight,1.8280138969421387,3.638836145401001,0.07578519731760025,True
straight_high_BL_0_J002_004.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J002_004.png,straight,high,BL,2,straight,1.0802158117294312,3.3572638034820557,0.08623890578746796,True
straight_high_BL_0_J003_004.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J003_004.png,straight,high,BL,3,straight,1.090414047241211,3.3513097763061523,0.0863611251115799,True
straight_high_BL_0_J004_007.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J004_007.png,straight,high,BL,4,straight,1.0976289510726929,3.627305030822754,0.0840546041727066,True
straight_high_BL_0_J005_011.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J005_011.png,straight,high,BL,5,straight,0.9341737627983093,3.2891619205474854,0.07369743287563324,True
straight_high_BL_0_J006_011.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J006_011.png,straight,high,BL,6,straight,0.9797030091285706,3.2943358421325684,0.07366857677698135,True
straight_high_BL_0_J007_010.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J007_010.png,straight,high,BL,7,straight,1.3494013547897339,3.442533016204834,0.08779791742563248,True
straight_high_BL_0_J008_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J008_013.png,straight,high,BL,8,straight,0.8455716967582703,3.7038016319274902,0.07717842608690262,True
straight_high_BL_0_J009_007.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J009_007.png,straight,high,BL,9,straight,0.9743226766586304,3.619035482406616,0.0848904699087143,True
straight_high_BL_0_J010_020.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J010_020.png,straight,high,BL,10,straight,0.45990967750549316,3.581494092941284,0.08381713926792145,True
straight_high_BL_0_J011_014.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J011_014.png,straight,high,BL,11,straight,0.9525007605552673,3.132999897003174,0.07915708422660828,True
straight_high_BL_0_J012_012.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J012_012.png,straight,high,BL,12,straight,0.9476949572563171,3.2976157665252686,0.08354141563177109,True
straight_high_BL_0_J013_017.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J013_017.png,straight,high,BL,13,straight,0.7553567886352539,3.434053421020508,0.07838953286409378,True
straight_high_BL_0_J014_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J014_018.png,straight,high,BL,14,straight,0.965812087059021,3.9505841732025146,0.08500286936759949,True
straight_high_BL_0_J015_011.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J015_011.png,straight,high,BL,15,straight,0.9293453097343445,3.218717098236084,0.07392711192369461,True
straight_high_BL_0_J016_008.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J016_008.png,straight,high,BL,16,straight,0.9667696356773376,3.789806604385376,0.08054259419441223,True
straight_high_BL_0_J017_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J017_018.png,straight,high,BL,17,straight,0.959184467792511,3.980820894241333,0.08478788286447525,True
straight_high_BL_0_J018_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J018_018.png,straight,high,BL,18,straight,0.9158831834793091,3.9589428901672363,0.08517776429653168,True
straight_high_BL_0_J019_009.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J019_009.png,straight,high,BL,19,straight,0.7317795157432556,3.2286221981048584,0.07807917892932892,True
straight_high_BL_0_J020_012.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J020_012.png,straight,high,BL,20,straight,0.9637784361839294,3.2740375995635986,0.08332441002130508,True
straight_high_BL_0_J021_011.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J021_011.png,straight,high,BL,21,straight,0.9575515389442444,3.268778085708618,0.07403156161308289,True
straight_high_BL_0_J022_008.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J022_008.png,straight,high,BL,22,straight,1.0722882747650146,3.869908332824707,0.07949923723936081,True
straight_high_BL_0_J023_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J023_018.png,straight,high,BL,23,straight,0.899490237236023,3.9272611141204834,0.08534078299999237,True
straight_high_BL_0_J024_006.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J024_006.png,straight,high,BL,24,straight,0.8454877138137817,3.2293426990509033,0.08115081489086151,True
straight_high_BL_0_J025_024.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J025_024.png,straight,high,BL,25,straight,0.8164975643157959,3.07912278175354,0.08012834191322327,True
straight_high_BL_0_J026_025.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J026_025.png,straight,high,BL,26,straight,1.0280078649520874,3.4388797283172607,0.08258699625730515,True
straight_high_BL_0_J027_015.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J027_015.png,straight,high,BL,27,straight,0.7317074537277222,3.324735164642334,0.08001827448606491,True
straight_high_BL_0_J028_016.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J028_016.png,straight,high,BL,28,straight,1.0581971406936646,3.415785074234009,0.08251990377902985,True
straight_high_BL_0_J029_008.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J029_008.png,straight,high,BL,29,straight,1.0585442781448364,3.871321201324463,0.07957290858030319,True
straight_high_BL_0_J030_019.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J030_019.png,straight,high,BL,30,straight,0.8182490468025208,3.423884391784668,0.07994890958070755,True
straight_high_BL_0_J031_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J031_013.png,straight,high,BL,31,straight,0.9214103817939758,3.660592555999756,0.07691339403390884,True
straight_high_BL_0_J032_009.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J032_009.png,straight,high,BL,32,straight,0.6500069499015808,3.1704390048980713,0.07811252027750015,True
straight_high_BL_0_J033_020.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J033_020.png,straight,high,BL,33,straight,0.4605831503868103,3.5561347007751465,0.08369040489196777,True
straight_high_BL_0_J034_016.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J034_016.png,straight,high,BL,34,straight,1.0925437211990356,3.3821792602539062,0.08247146755456924,True
straight_high_BL_0_J035_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J035_013.png,straight,high,BL,35,straight,0.8096336126327515,3.629347085952759,0.07766036689281464,True
straight_high_BL_0_J036_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J036_018.png,straight,high,BL,36,straight,0.8497205376625061,3.9308629035949707,0.08512405306100845,True
straight_high_BL_0_J037_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J037_013.png,straight,high,BL,37,straight,0.849723219871521,3.5959408283233643,0.0771026536822319,True
straight_high_BL_0_J038_024.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J038_024.png,straight,high,BL,38,straight,0.9513548612594604,3.029269218444824,0.08032359182834625,True
straight_high_BL_0_J039_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J039_013.png,straight,high,BL,39,straight,0.7922430038452148,3.602681875228882,0.07798316329717636,True
straight_high_BL_0_J040_016.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J040_016.png,straight,high,BL,40,straight,1.0922925472259521,3.433094024658203,0.08312910050153732,True
straight_high_BL_0_J041_012.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J041_012.png,straight,high,BL,41,straight,0.9628390073776245,3.1918179988861084,0.08408794552087784,True
straight_high_BL_0_J042_015.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J042_015.png,straight,high,BL,42,straight,0.6754531264305115,3.2787437438964844,0.08124443888664246,True
straight_high_BL_0_J043_015.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J043_015.png,straight,high,BL,43,straight,0.7181356549263,3.2752223014831543,0.0811251848936081,True
straight_high_BL_0_J044_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J044_013.png,straight,high,BL,44,straight,0.9389500021934509,3.6050479412078857,0.07639898359775543,True
straight_high_BL_0_J045_013.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J045_013.png,straight,high,BL,45,straight,0.8193737268447876,3.5335402488708496,0.07759440690279007,True
straight_high_BL_0_J046_024.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J046_024.png,straight,high,BL,46,straight,0.806607186794281,3.0504984855651855,0.08076692372560501,True
straight_high_BL_0_J047_010.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J047_010.png,straight,high,BL,47,straight,1.3820241689682007,3.3772528171539307,0.08663959801197052,True
straight_high_BL_0_J048_009.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J048_009.png,straight,high,BL,48,straight,0.6256511211395264,3.1903703212738037,0.07843764871358871,True
straight_high_BL_0_J049_022.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J049_022.png,straight,high,BL,49,straight,1.05619478225708,3.243198871612549,0.07974661886692047,True
straight_high_BL_0_J050_023.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J050_023.png,straight,high,BL,50,straight,0.8146836161613464,3.0136959552764893,0.08359943330287933,True
straight_high_BL_0_J051_025.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J051_025.png,straight,high,BL,51,straight,0.8376054763793945,3.3187003135681152,0.08466774225234985,True
straight_high_BL_0_J052_019.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J052_019.png,straight,high,BL,52,straight,0.7596087455749512,3.334104061126709,0.0795782208442688,True
straight_high_BL_0_J053_021.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J053_021.png,straight,high,BL,53,straight,0.4923883378505707,3.161201238632202,0.08450181782245636,True
straight_high_BL_0_J054_012.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J054_012.png,straight,high,BL,54,straight,0.93691486120224,3.2437899112701416,0.08402412384748459,True
straight_high_BL_0_J055_020.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J055_020.png,straight,high,BL,55,straight,0.4416750967502594,3.510164976119995,0.08408509194850922,True
straight_high_BL_0_J056_018.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J056_018.png,straight,high,BL,56,straight,0.7512615323066711,3.806863307952881,0.08485310524702072,True
straight_high_BL_0_J057_010.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J057_010.png,straight,high,BL,57,straight,1.3953359127044678,3.380493640899658,0.0864281952381134,True
straight_high_BL_0_J058_020.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J058_020.png,straight,high,BL,58,straight,0.4568161368370056,3.5398197174072266,0.08171480149030685,True
straight_high_BL_0_J059_012.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J059_012.png,straight,high,BL,59,straight,0.9244519472122192,3.2330405712127686,0.08522964268922806,True
straight_high_BL_0_J060_022.png,/home/yentl/pytorch_gammanet/Images/straight_high_BL_0_J060_022.png,straight,high,BL,60,straight,0.9247843027114868,3.1580944061279297,0.08142270892858505,True
