condition,use_bias,bias_strength,bias_mode,n_bias_channels,filename,path,contour_type,true_contour_quadrant,contrast,position,jitter,stimulus_id,analysis_layer,score_channel_mode,use_abs_activation,mask_TL_path,enrichment_TL,inside_activation_TL,outside_activation_TL,mask_area_fraction_TL,mask_TR_path,enrichment_TR,inside_activation_TR,outside_activation_TR,mask_area_fraction_TR,mask_BL_path,enrichment_BL,inside_activation_BL,outside_activation_BL,mask_area_fraction_BL,mask_BR_path,enrichment_BR,inside_activation_BR,outside_activation_BR,mask_area_fraction_BR,predicted_quadrant,highest_contour_enrichment,true_quadrant_enrichment,matches_true_quadrant
baseline,False,0.0,none,0,C_BR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_004.png,C,BR,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_004.png,1.0960798061695,2.482841968536377,2.2652018070220947,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_004.png,0.8839087070749236,2.009276866912842,2.273172378540039,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_004.png,1.077013949583868,2.4404196739196777,2.2659127712249756,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_004.png,1.7513804052568673,3.9245097637176514,2.240809440612793,0.0166168212890625,BR,1.7513804052568673,1.7513804052568673,True
baseline,False,0.0,none,0,C_BR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_005.png,C,BR,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_005.png,1.0155345079407068,2.301021099090576,2.265822649002075,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_005.png,0.8535077545732743,1.9391123056411743,2.27193284034729,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_005.png,1.1217911126896312,2.537339687347412,2.26186466217041,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_005.png,1.6434986127737186,3.685421943664551,2.242424726486206,0.0166168212890625,BR,1.6434986127737186,1.6434986127737186,True
baseline,False,0.0,none,0,C_TL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_000.png,C,TL,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_000.png,1.9322975689025679,4.317564010620117,2.234419822692871,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_000.png,0.8294144264498133,1.8870689868927002,2.2751822471618652,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_000.png,1.0310588067611597,2.3380014896392822,2.267573356628418,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_000.png,0.8789871120339108,1.998205542564392,2.2733047008514404,0.0166168212890625,TL,1.9322975689025679,1.9322975689025679,True
baseline,False,0.0,none,0,C_TL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_001.png,C,TL,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_001.png,1.7200073294954277,3.856480121612549,2.2421300411224365,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_001.png,0.9374841766668955,2.1291027069091797,2.2710812091827393,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_001.png,0.9777271156180302,2.2190046310424805,2.2695541381835938,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_001.png,0.9086237383907791,2.064548969268799,2.2721714973449707,0.0166168212890625,TL,1.7200073294954277,1.7200073294954277,True
baseline,False,0.0,none,0,C_TL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_002.png,C,TL,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_002.png,1.6778911442899953,3.77718448638916,2.251149892807007,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_002.png,0.8711053196723383,1.987141728401184,2.281172752380371,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_002.png,1.079213226340951,2.453397750854492,2.2733206748962402,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_002.png,0.988568838536926,2.2506935596466064,2.276719093322754,0.0166168212890625,TL,1.6778911442899953,1.6778911442899953,True
baseline,False,0.0,none,0,C_TL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_003.png,C,TL,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_003.png,1.8117492889850608,4.062469959259033,2.2422914505004883,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_003.png,0.8725094688963243,1.9867891073226929,2.277097463607788,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_003.png,1.0924900131626971,2.4786598682403564,2.2688169479370117,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_003.png,0.9318215267586726,2.1197545528411865,2.274850368499756,0.0166168212890625,TL,1.8117492889850608,1.8117492889850608,True
baseline,False,0.0,none,0,C_TL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_004.png,C,TL,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_004.png,1.884687638221722,4.223160266876221,2.240774631500244,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_004.png,0.9715490378628715,2.209791898727417,2.274503707885742,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_004.png,0.8836594821217072,2.01279354095459,2.2777931690216064,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_004.png,0.9124615810297014,2.07743763923645,2.2767398357391357,0.0166168212890625,TL,1.884687638221722,1.884687638221722,True
baseline,False,0.0,none,0,C_TL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_005.png,C,TL,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_005.png,1.6912395643925175,3.7942068576812744,2.2434473037719727,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_005.png,0.8673491217342522,1.9723553657531738,2.2740039825439453,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_005.png,1.0559333581379446,2.3936989307403564,2.2669034004211426,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_005.png,0.8597044666100205,1.9552202224731445,2.2742934226989746,0.0166168212890625,TL,1.6912395643925175,1.6912395643925175,True
baseline,False,0.0,none,0,C_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_000.png,C,TR,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_000.png,1.1027378312691458,2.4983625411987305,2.2655997276306152,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_000.png,1.6629317952011986,3.732792854309082,2.24470591545105,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_000.png,1.1650808591335937,2.6369032859802246,2.2632791996002197,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_000.png,0.8470287612786693,1.9271740913391113,2.275216817855835,0.0166168212890625,TR,1.6629317952011986,1.6629317952011986,True
baseline,False,0.0,none,0,C_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_001.png,C,TR,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_001.png,0.9458616468598903,2.152862548828125,2.2760860919952393,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_001.png,1.5645447703121282,3.5247974395751953,2.2529220581054688,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_001.png,1.2069704187693304,2.7353932857513428,2.2663300037384033,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_001.png,0.9399101389034743,2.139545202255249,2.276329517364502,0.0166168212890625,TR,1.5645447703121282,1.5645447703121282,True
baseline,False,0.0,none,0,C_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_002.png,C,TR,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_002.png,0.9669599730275569,2.195603609085083,2.270625114440918,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_002.png,1.5847254927255936,3.5617520809173584,2.247551441192627,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_002.png,1.1043776267609446,2.5019607543945312,2.265493869781494,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_002.png,0.8842317232857247,2.010533332824707,2.2737629413604736,0.0166168212890625,TR,1.5847254927255936,1.5847254927255936,True
baseline,False,0.0,none,0,C_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_003.png,C,TR,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_003.png,0.9489124532290751,2.152113437652588,2.2679789066314697,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_003.png,1.3076592915574314,2.948176383972168,2.254544734954834,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_003.png,1.1559980198277835,2.6128592491149902,2.2602627277374268,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_003.png,0.894210319286841,2.029911994934082,2.2700610160827637,0.0166168212890625,TR,1.3076592915574314,1.3076592915574314,True
baseline,False,0.0,none,0,C_TR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_004.png,C,TR,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_004.png,1.0010757035382742,2.274019241333008,2.271575689315796,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_004.png,1.268601577225789,2.8689701557159424,2.261521816253662,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_004.png,1.0560004474922362,2.3966164588928223,2.269522190093994,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_004.png,0.9586294847910897,2.17913556098938,2.2731781005859375,0.0166168212890625,TR,1.268601577225789,1.268601577225789,True
baseline,False,0.0,none,0,C_TR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_005.png,C,TR,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_005.png,1.101077868166148,2.480862617492676,2.253121852874756,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_005.png,1.8613310344634468,4.141512870788574,2.225027561187744,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_005.png,1.059392436199956,2.3885772228240967,2.254667043685913,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_005.png,0.8938841747951546,2.020946741104126,2.260859727859497,0.0166168212890625,TR,1.8613310344634468,1.8613310344634468,True
baseline,False,0.0,none,0,straight_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_000.png,straight,BL,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_000.png,0.9774282695653042,2.0796425342559814,2.1276676654815674,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_000.png,0.965868144007378,2.0553126335144043,2.127943277359009,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_000.png,1.801442160829642,3.797834873199463,2.1082191467285156,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_000.png,0.9047528260057286,1.9265809059143066,2.1294002532958984,0.01119232177734375,BL,1.801442160829642,1.801442160829642,True
baseline,False,0.0,none,0,straight_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_001.png,straight,BL,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_001.png,1.010943586935613,2.147416114807129,2.1241700649261475,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_001.png,0.9282190259414929,1.9735219478607178,2.126138210296631,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_001.png,1.9893125035317099,4.179872989654541,2.1011645793914795,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_001.png,0.9187511134256592,1.9535988569259644,2.126363515853882,0.01119232177734375,BL,1.9893125035317099,1.9893125035317099,True
baseline,False,0.0,none,0,straight_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_002.png,straight,BL,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_002.png,1.0408369591792264,2.2245237827301025,2.1372451782226562,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_002.png,0.9275084672112308,1.984829306602478,2.139958143234253,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_002.png,1.7178193702991291,3.6438050270080566,2.121180534362793,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_002.png,0.9352852938634202,2.0012972354888916,2.1397719383239746,0.01119232177734375,BL,1.7178193702991291,1.7178193702991291,True
baseline,False,0.0,none,0,straight_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_003.png,straight,BL,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_003.png,1.0683105911164692,2.277374029159546,2.1317527294158936,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_003.png,0.8934886970676517,1.9084283113479614,2.1359288692474365,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_003.png,1.7275609805538061,3.655780076980591,2.1161510944366455,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_003.png,0.9192271369941935,1.9628376960754395,2.135313034057617,0.01119232177734375,BL,1.7275609805538061,1.7275609805538061,True
baseline,False,0.0,none,0,straight_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_004.png,straight,BL,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_004.png,1.022071892585828,2.169909715652466,2.1230499744415283,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_004.png,0.905933104344851,1.9258439540863037,2.125812530517578,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_004.png,1.8812881298675257,3.956033945083618,2.102832555770874,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_004.png,0.906887935091057,1.927852988243103,2.1257896423339844,0.01119232177734375,BL,1.8812881298675257,1.8812881298675257,True
baseline,False,0.0,none,0,straight_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_005.png,straight,BL,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_005.png,1.0342357198744898,2.2079102993011475,2.1348230838775635,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_005.png,0.9037046444852788,1.9320712089538574,2.1379454135894775,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_005.png,1.7885083942551048,3.7861974239349365,2.1169581413269043,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_005.png,0.9366941433181104,2.0018608570098877,2.137155294418335,0.01119232177734375,BL,1.7885083942551048,1.7885083942551048,True
baseline,False,0.0,none,0,straight_BR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_000.png,straight,BR,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_000.png,1.0156658603090587,2.161578893661499,2.1282382011413574,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_000.png,0.9061763133438275,1.9309250116348267,2.1308491230010986,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_000.png,1.0048633632907202,2.1388473510742188,2.128495693206787,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_000.png,1.9305707288892102,4.067075729370117,2.1066701412200928,0.01119232177734375,BR,1.9305707288892102,1.9305707288892102,True
